Season Number,Startup Name,Pitch Number,Episode Title,Anchor,Industry,Business Description,Company Website,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Percentage,Royalty Recouped Amount,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ritesh Investment Amount,Ritesh Investment Equity,Ritesh Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Invested Guest Name,All Guest Names,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Ritesh Present,Amit Present,Guest Present
1,BluePineFoods,1,Badlegi Business Ki Tasveer,Rannvijay Singh,Food and Beverage,Frozen Momos,https://bluepinefoods.com/,2016.0,3,2.0,1.0,0.0,0,Middle,Delhi,Delhi,0.95,0.08,0.5,5.0,10.0,1,1,0.75,16.0,0.0,0.0,4.69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.33,0.0,0.0,0.0,0.0,0.25,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.33,0.0,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,BoozScooters,2,Badlegi Business Ki Tasveer,Rannvijay Singh,Vehicles/Electrical Vehicles,Renting e-bike for mobility in private spaces,https://www.boozup.net/,2017.0,1,1.0,0.0,0.0,0,Young,Ahmedabad,Gujarat,0.04,0.004,0.4,15.0,2.67,1,1,0.4,50.0,0.0,0.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,25.0,0.0,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,HeartUpMySleeves,3,Badlegi Business Ki Tasveer,Rannvijay Singh,Beauty/Fashion,Detachable Sleeves,https://heartupmysleeves.com/,2021.0,1,0.0,1.0,0.0,0,Young,Delhi,Delhi,2.42,0.02,0.25,10.0,2.5,1,1,0.25,30.0,0.0,0.0,0.83,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,15.0,0.0,0.125,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,TagzFoods,4,"Insaan, Ideas Aur Sapne",Rannvijay Singh,Food and Beverage,Healthy Potato Chips Snacks,https://tagzfoods.com/,2019.0,2,2.0,0.0,0.0,0,Middle,Bangalore,Karnataka,7.0,0.25,0.7,1.0,70.0,1,1,0.7,2.75,0.0,0.0,25.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.75,0.0,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,HeadAndHeart,5,"Insaan, Ideas Aur Sapne",Rannvijay Singh,Children/Education,Brain Development Course,https://thehnh.in/,2015.0,4,1.0,3.0,0.0,1,Middle,Patiala,Punjab,0.3,0.25,0.5,5.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,Agritourism,6,"Insaan, Ideas Aur Sapne",Rannvijay Singh,Agriculture,Tourism,https://www.agritourism.in/,2005.0,2,1.0,1.0,0.0,1,Middle,Baramati,Maharashtra,0.79,0.25,0.5,5.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,qZenseLabs,7,Aam Aadmi Ke Business Ideas,Rannvijay Singh,Food and Beverage,Food Freshness Detector,https://www.qzense.com/,2020.0,2,0.0,2.0,0.0,0,Middle,"Delhi,Mohali","Delhi,Punjab",0.25,0.15,1.0,0.25,400.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,Peeschute,8,Aam Aadmi Ke Business Ideas,Rannvijay Singh,Beauty/Fashion,Disposable Urine Bag,https://www.peeschute.com/,2019.0,1,1.0,0.0,0.0,0,Young,Jalna,Maharashtra,1.0,0.25,0.75,4.0,18.75,1,1,0.75,6.0,0.0,0.0,12.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,NOCD,9,Aam Aadmi Ke Business Ideas,Rannvijay Singh,Food and Beverage,Energy Drink,https://www.jouleshealth.com/,2019.0,2,2.0,0.0,0.0,0,Middle,Bangalore,Karnataka,2.42,0.2,0.5,2.0,25.0,1,1,0.2,15.0,0.3,0.0,1.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,15.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,CosIQ,10,Entrepreneurship Ki Wave,Rannvijay Singh,Beauty/Fashion,Intelligent Skincare,https://mycosiq.com/,2021.0,2,1.0,1.0,0.0,1,Middle,Delhi,Delhi,0.0,0.04,0.5,7.5,6.67,1,1,0.5,25.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,12.5,0.0,0.25,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,JhaJiAchaar,11,Entrepreneurship Ki Wave,Rannvijay Singh,Food and Beverage,Pickle,https://www.jhajistore.com/,2021.0,2,0.0,2.0,0.0,0,Old,Darbhanga,Bihar,2.42,0.05,0.5,10.0,5.0,1,1,0.5660000000000001,5.62,0.0,0.0,10.07,2.0,0.0,0.0,0.0,0.0,0.28300000000000003,2.81,0.0,0.28300000000000003,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,Bummer,12,Entrepreneurship Ki Wave,Rannvijay Singh,Beauty/Fashion,Underwear,https://bummer.in/,2020.0,1,1.0,0.0,0.0,0,Young,Ahmedabad,Gujarat,0.36,0.15,0.75,4.0,18.75,1,1,0.75,7.5,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.375,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,RevampMoto,13,Hunt For Interesting Business,Rannvijay Singh,Vehicles/Electrical Vehicles,E-Bike Mitra bud-e RM,https://www.revampmoto.in/,2021.0,3,3.0,0.0,0.0,0,Young,Nashik,Maharashtra,2.42,0.0001,1.0,1.0,100.0,1,1,1.0,1.5,0.0,0.0,66.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.75,0.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,HungryHead,14,Hunt For Interesting Business,Rannvijay Singh,Food and Beverage,Restaurant serving 80 types of Maggi,http://www.hungryhead.co.in/,2013.0,2,2.0,0.0,0.0,0,Middle,Mumbai,Maharashtra,2.42,0.055,0.5,5.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,ShrawaniEngineers,15,Hunt For Interesting Business,Rannvijay Singh,Beauty/Fashion,Belly Button Shaper,https://www.shrawaniengineers.com/,2019.0,2,1.0,1.0,0.0,1,Middle,Nagpur,Maharashtra,0.5,0.25,0.2,10.0,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,SkippiIcePops,16,"New Week, New Ideas",Rannvijay Singh,Food and Beverage,Ice-Pops,https://skippi.in/,2021.0,2,1.0,1.0,0.0,1,Middle,Hyderabad,Telangana,2.42,0.075,0.45,5.0,9.0,1,1,1.0,15.0,0.0,0.0,6.67,5.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,0.2,3.0,0.0,0.2,3.0,0.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,Menstrupedia,17,"New Week, New Ideas",Rannvijay Singh,Children/Education,Menstrual Awareness Comic,https://www.menstrupedia.com/,2012.0,2,1.0,1.0,0.0,1,Middle,Ahmedabad,Gujarat,1.15,0.25,0.5,10.0,5.0,1,1,0.5,20.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,Hecoll,18,"New Week, New Ideas",Rannvijay Singh,Beauty/Fashion,Pollution Resistant Fabric - Healthy Cover For All,https://hecoll.com/,2019.0,1,0.0,1.0,0.0,0,Middle,Hyderabad,Telangana,1.07,0.25,1.0,1.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,RaisingSuperstars,19,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Child Development App,https://raisingsuperstars.com/india-page,2020.0,2,1.0,1.0,0.0,1,Middle,Gurgaon,Haryana,13.0,0.25,1.0,2.0,50.0,1,1,1.0,4.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.0,Ashneer Grover,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,Torch-it,20,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Gadgets for visually impaired people,https://mytorchit.com/,2018.0,1,1.0,0.0,0.0,0,Middle,Ahmedabad,Gujarat,2.6,0.01,0.75,1.0,75.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,Kavach,21,A Never Give Up Spirit,Rannvijay Singh,Children/Education,Report bullying incidents,https://antibullyingsquad.com/,2018.0,2,1.0,1.0,0.0,0,Young,Gurgaon,Haryana,2.42,0.25,0.05,10.0,0.5,1,1,0.05,10.0,0.0,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,5.0,0.0,0.025,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,LaKheerDeli,22,A Never Give Up Spirit,Rannvijay Singh,Food and Beverage,Kheer in variety of flavors,https://lakheerdeli.com/,2018.0,3,1.0,2.0,0.0,0,Middle,Pune,Maharashtra,2.42,0.06,0.5,7.5,6.67,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1,BeyondSnack,23,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Food and Beverage,Kerala Banana Chips,https://www.beyondsnack.in/,2020.0,1,1.0,0.0,0.0,0,Middle,Thiruvananthapuram,Kerala,0.6,0.20600000000000002,0.5,2.5,20.0,1,1,0.5,2.5,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.25,0.0,Ashneer Grover,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,VivalyfInnovations,24,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Medical/Health,Easy Life Prickless Diabetes Testing Machine,https://vivalyf.in/,2021.0,2,1.0,1.0,0.0,0,Young,Hyderabad,Telangana,0.0,0.25,0.56,7.5,7.47,1,1,0.56,33.33,0.0,0.0,1.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,16.66,0.0,0.0,0.0,0.0,0.28,16.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,MotionBreeze,25,Shark Ko Impress Karne Wale Ideas,Rannvijay Singh,Vehicles/Electrical Vehicles,Smart Electric Motorcycle,https://www.motionautomotive.in/,2018.0,4,4.0,0.0,0.0,0,Middle,Vadodara,Gujarat,0.0,0.25,0.3,3.0,10.0,1,1,0.3,6.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,6.0,0.0,Ashneer Grover,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Altor,26,Defining Innovations,Rannvijay Singh,Manufacturing,Smart Helmets,https://www.altorsmarthelmet.com/,2019.0,4,4.0,0.0,0.0,0,Young,Kolkata,West Bengal,2.42,0.25,0.5,5.0,10.0,1,1,0.5,7.0,0.0,0.0,7.14,2.0,0.0,0.0,0.0,0.0,0.25,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Ariro,27,Defining Innovations,Rannvijay Singh,Manufacturing,Wooden Toys,https://arirotoys.com/,2020.0,2,1.0,1.0,0.0,1,Young,Chennai,Tamil Nadu,3.0,0.25,0.5,2.5,20.0,1,1,0.5,10.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,5.0,0.0,0.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,KabiraHandmad,28,Defining Innovations,Rannvijay Singh,Food and Beverage,Healthy Edible Oils dairy products spices flour,https://www.kabirafoods.com/,1998.0,2,1.0,1.0,0.0,1,Middle,Jaipur,Rajasthan,2.42,1.6,1.0,5.0,20.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Nuutjob,29,Passion About Entrepreneurship,Rannvijay Singh,Beauty/Fashion,Male Intimate Hygiene deo spray,https://nuutjob.com/,2021.0,2,0.0,2.0,0.0,0,Young,Ahmedabad,Gujarat,2.42,2e-05,0.25,5.0,5.0,1,1,0.25,20.0,0.0,0.0,1.25,3.0,0.0,0.0,0.0,0.0,0.0833,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,6.66,0.0,0.0833,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Meatyour,30,Passion About Entrepreneurship,Rannvijay Singh,Food and Beverage,Eggs,https://meatyour.com/,2020.0,3,3.0,0.0,0.0,0,Middle,Pune,Maharashtra,1.3,0.027999999999999997,0.3,5.0,6.0,1,1,0.3,20.0,0.0,0.0,1.5,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.66,0.0,0.1,6.66,0.0,0.1,6.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,EventBeep,31,Passion About Entrepreneurship,Rannvijay Singh,Children/Education,Student Community App EdTech,https://www.eventbeep.com/,2019.0,3,2.0,1.0,0.0,0,Young,Pune,Maharashtra,1.2,0.25,0.3,2.0,15.0,1,1,0.3,3.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,Ashneer Grover,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Gopal's56,32,Investment Paane Ka Sapna,Rannvijay Singh,Food and Beverage,Fiber Ice Cream,https://www.gopals56.in/,2014.0,1,1.0,0.0,0.0,0,Middle,Delhi,Delhi,0.8,0.33,300.0,25.0,1200.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,ARRCOATSurfaceTextures,33,Investment Paane Ka Sapna,Rannvijay Singh,Manufacturing,Wall Building Surface Textures,https://www.arrcoat.com/,2019.0,3,3.0,0.0,0.0,0,Middle,Delhi,Delhi,2.42,0.06,0.5,5.0,10.0,1,1,0.5,15.0,0.0,0.0,3.33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Farda,34,Investment Paane Ka Sapna,Rannvijay Singh,Beauty/Fashion,Customised Streetwear,https://fardaclothing.com/,2021.0,2,1.0,1.0,0.0,0,Young,Nagpur,Maharashtra,2.42,0.0032,0.3,10.0,3.0,1,1,0.3,20.0,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Auli,35,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Beauty/Fashion,Ayurvedic Products Skincare Lifestyle,https://aulilifestyle.com/,2017.0,1,0.0,1.0,0.0,0,Middle,Kolkata,West Bengal,2.5,0.16,0.75,4.0,18.75,1,1,0.75,15.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,SweeDesi,36,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Food and Beverage,Indian Sweets Online,https://www.sweedesi.com/,2018.0,2,1.0,1.0,0.0,1,Middle,Pune,Maharashtra,2.42,0.25,0.4,3.0,13.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,LOKA,37,Ek Idea Aur Uske Do Sides,Rannvijay Singh,Technology/Software,Metaverse App,https://www.lokaworld.app/,2020.0,1,1.0,0.0,0.0,0,Young,Delhi,Delhi,2.42,0.25,0.4,5.0,8.0,1,1,0.4,24.0,0.0,0.0,1.67,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333,8.0,0.0,0.1333,8.0,0.0,0.1333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Annie,38,Ideas By Young Entrepreneurs,Rannvijay Singh,Children/Education,Thinkerbell labs Braille Literary Device,https://www.thinkerbelllabs.com/annie,2016.0,4,3.0,1.0,0.0,1,Young,Bangalore,Karnataka,5.0,0.04,0.3,0.5,60.0,1,1,1.05,3.0,0.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,Carragreen,39,Ideas By Young Entrepreneurs,Rannvijay Singh,Manufacturing,Eco-Friendly boxes,https://carragreen.com/,2018.0,2,0.0,2.0,0.0,0,Middle,Indore,Madhya Pradesh,2.42,0.25,0.5,10.0,5.0,1,1,0.5,20.0,0.0,0.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,10.0,0.0,0.0,0.0,0.0,0.25,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,TheYarnBazaar,40,Ideas By Young Entrepreneurs,Rannvijay Singh,Manufacturing,Yarn-Trading App Online Marketplace for Yarn,https://theyarnbazaar.com/,2019.0,1,1.0,0.0,0.0,0,Middle,Mumbai,Maharashtra,1.8,0.25,0.5,2.0,25.0,1,1,1.0,10.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.5,0.0,0.25,2.5,0.0,0.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,2.5,0.0,Ashneer Grover,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,TheRenalProject,41,Naye Aur Nayab Pitchers,Rannvijay Singh,Medical/Health,Home Dialysis Treatment,https://www.therenalproject.com/,2019.0,1,1.0,0.0,0.0,0,Middle,Mumbai,Maharashtra,3.0,0.25,1.0,3.0,33.33,1,1,1.0,6.0,0.0,0.0,16.67,2.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1,MorrikoPureFoods,42,Naye Aur Nayab Pitchers,Rannvijay Singh,Food and Beverage,Healthy Food Snacks Kamdhenu foods,https://morrikopurefoods.com/,2018.0,3,2.0,1.0,0.0,0,Middle,Valsad,Gujarat,2.42,0.16,1.0,3.0,33.33,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No Guest Invested,Ashneer Grover,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
